Latin name,Family,Origem (Fonte? Flora do Brasil 2020?,Brasil,order,family,pollinator spp
Annona crassiflora Mart.,Annonaceae,"Brazil, Paraguay",Nativa,Coleoptera,Scarabaeidae,Cyclocephala atricapilla
Annona crassiflora Mart.,Annonaceae,"Brazil, Paraguay",Nativa,Coleoptera,Melolonthidae,Arriguttia brevissima
Annona crassiflora Mart.,Annonaceae,"Brazil, Paraguay",Nativa,Coleoptera,Scarabaeidae,Cyclocephala atricapilla
Annona crassiflora Mart.,Annonaceae,"Brazil, Paraguay",Nativa,Coleoptera,Scarabaeidae,Cyclocephala octopunctata
Annona crassiflora Mart.,Annonaceae,"Brazil, Paraguay",Nativa,Coleoptera,Scarabaeidae,Cyclocephala ohausiana
Annona crassiflora Mart.,Annonaceae,"Brazil, Paraguay",Nativa,Coleoptera,Scarabaeidae,Cyclocephala quatuordecumpunctata
Annona coriacea Mart.,Annonaceae,"Bolivia, Brazil, Paraguay",Nativa,Coleoptera,Scarabaeidae,Cyclocephala undata
Vaccinium corymbosum L.,Ericaceae,U.S.A.,Exotica,Hymenoptera,Apidae,Apis mellifera
Vaccinium corymbosum L.,Ericaceae,U.S.A.,Exotica,Hymenoptera,Apidae,Bombus atratus
Vaccinium corymbosum L.,Ericaceae,U.S.A.,Exotica,Hymenoptera,Apidae,Bombus morio
Vaccinium corymbosum L.,Ericaceae,U.S.A.,Exotica,Hymenoptera,Apidae,Xylocopa hirsutissima
Vaccinium corymbosum L.,Ericaceae,U.S.A.,Exotica,Hymenoptera,Apidae,Xylocopa subcyanea
Fragaria x ananassa,Rosaceae,artificial hybrid,Exotica,Hymenoptera,Apidae,Apis mellifera
Fragaria x ananassa,Rosaceae,artificial hybrid,Exotica,Hymenoptera,Apidae,Nannotrigona testaceicornis
Fragaria x ananassa,Rosaceae,artificial hybrid,Exotica,Hymenoptera,Apidae,Plebeia nigriceps
Fragaria x ananassa,Rosaceae,artificial hybrid,Exotica,Hymenoptera,Apidae,Scaptotrigona  sp.
Fragaria x ananassa,Rosaceae,artificial hybrid,Exotica,Hymenoptera,Apidae,Tetragonisca angustula
Fragaria x ananassa,Rosaceae,artificial hybrid,Exotica,Hymenoptera,Apidae,Trigona sp.
Adesmia exilis Clos,Fabaceae,"Argentina Northwest, Chile Central",Exotica,Hymenoptera,Megachilidae,Megachile sp.
Byrsonima coccolobifolia Kunth,Malpighiaceae,"Cuba, Tropical America",Nativa,Hymenoptera,Apidae,Centris aenea
Byrsonima coccolobifolia Kunth,Malpighiaceae,"Cuba, Tropical America",Nativa,Hymenoptera,Apidae,Epicharis cockerelli
Byrsonima coccolobifolia Kunth,Malpighiaceae,"Cuba, Tropical America",Nativa,Hymenoptera,Apidae,Paratetrapedia flavolineata
Byrsonima coccolobifolia Kunth,Malpighiaceae,"Cuba, Tropical America",Nativa,Hymenoptera,Apidae,Tetragonisca angustula
Byrsonima coccolobifolia Kunth,Malpighiaceae,"Cuba, Tropical America",Nativa,Hymenoptera,Apidae,Paratrigona lineata
Byrsonima coccolobifolia Kunth,Malpighiaceae,"Cuba, Tropical America",Nativa,Hymenoptera,Halictidae,Augochloropsis callichroa
Byrsonima gardneriana A.Juss.,Malpighiaceae,Brazil,Nativa,Hymenoptera,Apidae,Centris sp.
Byrsonima gardneriana A.Juss.,Malpighiaceae,Brazil,Nativa,Hymenoptera,Apidae,Trigona sp.
Mouriri guianensis Triana,Melastomataceae,Tropical America,Nativa,Hymenoptera,Apidae,Melipona subnitida
Mouriri guianensis Triana,Melastomataceae,Tropical America,Nativa,Hymenoptera,Apidae,Trigona sp.
Mouriri guianensis Triana,Melastomataceae,Tropical America,Nativa,Hymenoptera,Apidae,Xylocopa cearensis
Mouriri guianensis Triana,Melastomataceae,Tropical America,Nativa,Hymenoptera,Apidae,Xylocopa grisescens
Mouriri guianensis Triana,Melastomataceae,Tropical America,Nativa,Hymenoptera,Halictidae,Megalopta amoena
Blepharocalyx salicifolius (Kunth) O.Berg,Myrtaceae,Brazil to N. Argentina,Nativa,Hymenoptera,Apidae,Bombus atratus
Blepharocalyx salicifolius (Kunth) O.Berg,Myrtaceae,Brazil to N. Argentina,Nativa,Hymenoptera,Apidae,Centris violaceae
Blepharocalyx salicifolius (Kunth) O.Berg,Myrtaceae,Brazil to N. Argentina,Nativa,Hymenoptera,Apidae,Melipona quinquefascia
Blepharocalyx salicifolius (Kunth) O.Berg,Myrtaceae,Brazil to N. Argentina,Nativa,Hymenoptera,Apidae,Xylocopa frontalis
Blepharocalyx salicifolius (Kunth) O.Berg,Myrtaceae,Brazil to N. Argentina,Nativa,Hymenoptera,Halictidae,Ceratalictus theius
Attalea phalerata Mart. ex Spreng.,Arecaceae,Colombia to Bolivia and Brazil,Nativa,Coleoptera,Curculionidae,Celetes sp.
Attalea phalerata Mart. ex Spreng.,Arecaceae,Colombia to Bolivia and Brazil,Nativa,Coleoptera,Curculionidae,Madrarini sp.
Attalea phalerata Mart. ex Spreng.,Arecaceae,Colombia to Bolivia and Brazil,Nativa,Coleoptera,Nitidulidae,Colopterus sp.
Attalea phalerata Mart. ex Spreng.,Arecaceae,Colombia to Bolivia and Brazil,Nativa,Coleoptera,Nitidulidae,Mystrops sp.
Bactris glaucescens  Drude,Arecaceae,Brazil to  Paraguay,Nativa,Coleoptera,Curculionidae,Derelomus sp.
Bactris glaucescens  Drude,Arecaceae,Brazil to  Paraguay,Nativa,Coleoptera,Curculionidae,Paratenetus sp.
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Trigona spinipes
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Xylocopa suspecta
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Halictidae,Augochloropsis cupreola
Dipteryx alata Vogel,Fabaceae,"Bolivia, Brazil, Paraguay",Nativa,Hymenoptera,Halictidae,Pseudaugochlora graminea
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Frieseomelitta varia
Xylopia brasiliensis Spreng.,Annonaceae,Brazil to Argentina,Nativa,Coleoptera,Anthicidae,Acanthinus sp.
Xylopia brasiliensis Spreng.,Annonaceae,Brazil to Argentina,Nativa,Coleoptera,Chrysomelidae,Brachypnoea nana
Xylopia brasiliensis Spreng.,Annonaceae,Brazil to Argentina,Nativa,Coleoptera,Chrysomelidae,Brachypnoea venustula
Caryocar villosum (Aubl.) Pers.,Caryocaceae,South America to N. Bolivia.,Nativa,Chiroptera,Phyllostomidae,Phyllostomus discolor
Caryocar villosum (Aubl.) Pers.,Caryocaceae,South America to N. Bolivia.,Nativa,Lepidoptera,Sphingidae,Pachylia ficus
Abelmoschus esculentu (L.) Moench,Malvaceae,"Bangladesh, India, Myanmar",Exotica,Coleoptera,Chrysomelidae,Diabrotica speciosa
Abelmoschus esculentu (L.) Moench,Malvaceae,"Bangladesh, India, Myanmar",Exotica,Hymenoptera,Apidae,Apis mellifera
Punica granatum L.,Lythraceae,Turkey to W. & N. Pakistan,Exotica,Hymenoptera,Apidae,Trigona sp.
Glycine wightii,Fabaceae,"Medit. to Central Asia and NW. India, Ethiopia.",Exotica,Hymenoptera,Apidae,Apis mellifera
Astrocaryum vulgare Mart.,Arecaceae,N. South America to Central Brazil,Nativa,Coleoptera,Curculionidae,Terires minusculus
Astrocaryum vulgare Mart.,Arecaceae,N. South America to Central Brazil,Nativa,Coleoptera,Nitidulidae,Mystrops sp.
Vanilla bahiana Hoehne; Vanilla chamissonis Klotzsch,Orchidaceae,"Bolivia, Brazil, French Guiana",Nativa,Hymenoptera,Apidae,Eulaema sp.
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Apidae,Eulaema sp.
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Andrenidae,Oxaea flavescens
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Apidae,Bombus atratus
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Apidae,Bombus morio
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Apidae,Centris sp.
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Apidae,Epicharis sp.
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Apidae,Exomalopsis sp.
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Apidae,Melipona fasciculata
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Apidae,Thygater sp.
Solanum tuberosum L.,Solanaceae,East S. America,Exotica,Hymenoptera,Apidae,Xylocopa sp.
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Hymenoptera,Halictidae,Pseudaugochlora graminea
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Coleoptera,Curculionidae,Andranthobius sp.
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Coleoptera,Curculionidae,Celetes sp.
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Coleoptera,Curculionidae,Grasidius sp.
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Coleoptera,Curculionidae,Homalinotus hystrix
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Coleoptera,Curculionidae,Parisoschoenus sp.
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Coleoptera,Curculionidae,Phytotribus sp.
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Coleoptera,Curculionidae,Rhina barbirostris
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Coleoptera,Curculionidae,Terires sp.
Mauritia flexuosa L.f.,Arecaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Coleoptera,Curculionidae,Theantis rhomboidea
Coffea arabica L.,Rubiaceae,"Ethiopia, Kenya, Sudan",Exotica,Hymenoptera,Apidae,Apis mellifera
Coffea arabica L.,Rubiaceae,"Ethiopia, Kenya, Sudan",Exotica,Hymenoptera,Apidae,Melipona quadrifasciata
Coffea arabica L.,Rubiaceae,"Ethiopia, Kenya, Sudan",Exotica,Hymenoptera,Apidae,Tetragonisca angustula
Coffea arabica L.,Rubiaceae,"Ethiopia, Kenya, Sudan",Exotica,Hymenoptera,Apidae,Trigona spinipes
Coffea arabica L.,Rubiaceae,"Ethiopia, Kenya, Sudan",Exotica,Hymenoptera,Apidae,Xylocopa sp.
Eugenia dysenterica DC.,Myrtaceae,"Bolivia, Brazil North, Brazil Northeast, Brazil Southeast, Brazil West-Central",Nativa,Hymenoptera,Apidae,Bombus sp.
Eugenia dysenterica DC.,Myrtaceae,"Bolivia, Brazil North, Brazil Northeast, Brazil Southeast, Brazil West-Central",Nativa,Hymenoptera,Apidae,Ceratina sp.
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Apis mellifera
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Centris sp.
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Exomalopsis analis
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Exomalopsis auropilosa
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Eulaema nigrita
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Frieseomelitta deoderleini
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Melipona scutellaris
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Plebeia flavocinta
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Scaptotrigona aff. Tubiba
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Trigona fuscipennis
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Trigona spinipes
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Xylocopa grisescens
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Apidae,Xylocopa cearensis
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Colletidae,Hylaeus sp.
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Colletidae,Ptiloglossa goffergei
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Halictidae,Augochlora sp.
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Halictidae,Augochloropsis sp.
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Halictidae,Dialictus opacus
Spondias mombin L.,Anacardiaceae,Mexico to Tropical America.,Nativa,Hymenoptera,Halictidae,Megalopta amoena
Anacardium occidentale L.,Anacardiaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Hymenoptera,Apidae,Apis mellifera
Anacardium occidentale L.,Anacardiaceae,"Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela",Nativa,Hymenoptera,Apidae,Centris tarsata
Campomanesia phaea (O.Berg) Landrum,Myrtaceae,Brazil ,Nativa,Hymenoptera,Apidae,Apis mellifera
Campomanesia phaea (O.Berg) Landrum,Myrtaceae,Brazil ,Nativa,Hymenoptera,Colletidae,Ptiloglossa latecalcarata
Campomanesia phaea (O.Berg) Landrum,Myrtaceae,Brazil ,Nativa,Hymenoptera,Halictidae,Megalopta sodalis
Campomanesia phaea (O.Berg) Landrum,Myrtaceae,Brazil ,Nativa,Hymenoptera,Halictidae,Megommation insigne
Brassica napus L.,Brassicaceae,France,Nativa,Hymenoptera,Apidae,Apis mellifera
Brassica napus L.,Brassicaceae,France,Nativa,Hymenoptera,Apidae,Plebeia emerina
Brassica napus L.,Brassicaceae,France,Nativa,Hymenoptera,Apidae,Tetragonisca fiebrigi
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Apis mellifera
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Bombus brevivillus
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Bombus transversalis
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Centris americana
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Centris carrikeri
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Centris denudans
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Centris dimidiata
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Centris ferruginea
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Centris flavifrons
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Cantris flavilabris
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Centris similis
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Epicharis affinis
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Epicharis conica
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Epicharis flava
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Epicharis rustica
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Epicharis umbraculata
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Ephicaris donata
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Eufriesea flaviventris
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Eufriesea purpurata
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Euglossa intersecta
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Eulaema bombiformis
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Eulaema cingulata
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Eulaema meriana
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Eulaema mocsaryi
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Eulaema nigrita
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Exomalopsis analis
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Xylocopa aurulenta
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Xylocopa frontalis
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Apidae,Xylocopa muscaria
Bertholletia excelsa Bonpl.,Lecythidaceae,S. Tropical America.,Nativa,Hymenoptera,Megachilidae,Megachile sp.
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Andrenidae,Antheronides sp.
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Andrenidae,Acamptopoeum sp.
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Apidae,Apis mellifera
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Apidae,Bombus atratus
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Apidae,Bombus bellicosus
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Apidae,Mourella caerulea
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Apidae,Xylocopa augusti
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Apidae,Xylocopa frontalis
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Halictidae,Augochlora semiramis
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Halictidae,Augochlorella iopoecila
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Halictidae,Augochloropsis cleopatra
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Halictidae,Dialictus sp.
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Halictidae,Paroxystoglossa sp.
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Halictidae,Pseudagapostemon sp.
Allium cepa L.,Amaryllidaceae,Central Asia,Exotica,Hymenoptera,Halictidae,Thectochlora alaris
Copaifera langsdorffii Desf.,Fabaceae,"Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay",Nativa,Hymenoptera,Apidae,Apis mellifera
Copaifera langsdorffii Desf.,Fabaceae,"Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay",Nativa,Hymenoptera,Apidae,Exomalopsis sp.
Copaifera langsdorffii Desf.,Fabaceae,"Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay",Nativa,Hymenoptera,Apidae,Scaptotrigona depilis
Copaifera langsdorffii Desf.,Fabaceae,"Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay",Nativa,Hymenoptera,Apidae,Trigona spinipes
Copaifera langsdorffii Desf.,Fabaceae,"Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay",Nativa,Hymenoptera,Halictidae,Augochlorella sp.
Copaifera langsdorffii Desf.,Fabaceae,"Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay",Nativa,Hymenoptera,Halictidae,Temnosoma sp.
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Coleoptera,Chrysomelidae,Antityphona sp.
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Coleoptera,Curculionidae,Baris sp.
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Hymenoptera,Apidae,Aparatrigona impuctata
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Hymenoptera,Apidae,Apis mellifera
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Hymenoptera,Apidae,Frieseomelitta silvestre
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Hymenoptera,Apidae,Pitlotrigona lurida
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Hymenoptera,Apidae,Plebeia minima
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Hymenoptera,Apidae,Tetragona clavipes
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Hymenoptera,Apidae,Tetragonisca angustula
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Hymenoptera,Apidae,Trigona fulviventris
Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.,Malvaceae,"Bolivia, Brazil North, Guyana, Honduras, Venezuela",Nativa,Hymenoptera,Apidae,Trigona pallens
Elaeis guineensis Jacq.,Arecaceae,Tropical Africa,Exotica,Coleoptera,Curculionidae,Elaeidobius kamerunicus
Elaeis guineensis Jacq.,Arecaceae,Tropical Africa,Exotica,Coleoptera,Curculionidae,Elaeidobius subvittatus
Elaeis guineensis Jacq.,Arecaceae,Tropical Africa,Exotica,Hymenoptera,Apidae,Apis mellifera
Elaeis guineensis Jacq.,Arecaceae,Tropical Africa,Exotica,Hymenoptera,Apidae,Partamona sp.
Elaeis guineensis Jacq.,Arecaceae,Tropical Africa,Exotica,Hymenoptera,Apidae,Trigona sp.
Vigna unguiculata (L.) Walp.,Fabaceae,Africa,Exotica,Hymenoptera,Apidae,Eulaema nigrita
Vigna unguiculata (L.) Walp.,Fabaceae,Africa,Exotica,Hymenoptera,Apidae,Xylocopa grisescens
Campomanesia pubescens (Mart. ex DC.) O.Berg,Myrtaceae,Brazil to Paraguay,Nativa,Hymenoptera,Apidae,Bombus morio
Sesamum indicum L.,Pedaliaceae,"Assam, Bangladesh, India, West Himalaya",Exotica,Hymenoptera,Apidae,Apis mellifera
Sesamum indicum L.,Pedaliaceae,"Assam, Bangladesh, India, West Himalaya",Exotica,Hymenoptera,Apidae,Trigona spinipes
Helianthus annuus L.,Asteraceae ,"Bangladesh, U.S.A., Mexico",Exotica,Hymenoptera,Apidae,Apis mellifera
Helianthus annuus L.,Asteraceae ,"Bangladesh, U.S.A., Mexico",Exotica,Hymenoptera,Apidae,Nannotrigona testaceicornis
Helianthus annuus L.,Asteraceae ,"Bangladesh, U.S.A., Mexico",Exotica,Hymenoptera,Apidae,Trigona spinipes
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Apis mellifera
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Bombus morio
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Centris tarsata
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Epicharis flava
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Euglossa spp.
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Eulaema nigrita
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Melipona quadrifasciata
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Melipona subnitida
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Partamona cupira
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Tetragonisca angustula
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Trigona fulviventris
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Trigona hyalinata
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Trigona spinipes
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Xylocopa frontalis
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Xylocopa grisescens
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Xylocopa muscaria
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Apidae,Xylocopa nigrocincta
Psidium guajava L.,Myrtaceae ,Tropical & Subtropical America,Nativa,Hymenoptera,Halictidae,Augochloropsis patens
Paullinia cupana Kunth,Sapindaceae,"Brazil North, Colombia, Ecuador, Guyana, Peru, Venezuela",Nativa,Hymenoptera,Apidae,Apis mellifera
Paullinia cupana Kunth,Sapindaceae,"Brazil North, Colombia, Ecuador, Guyana, Peru, Venezuela",Nativa,Hymenoptera,Apidae,Melipona seminigra
