"","Latin.name","Family","Origem..Fonte..Flora.do.Brasil.2020.","Brasil","order","family","pollinator.spp","group"
"348","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Hymenoptera","Apidae","Aparatrigona impuctata","Bees"
"349","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"350","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Hymenoptera","Apidae","Frieseomelitta silvestre","Bees"
"351","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Hymenoptera","Apidae","Pitlotrigona lurida","Bees"
"352","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Hymenoptera","Apidae","Plebeia minima","Bees"
"353","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Hymenoptera","Apidae","Tetragona clavipes","Bees"
"354","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Hymenoptera","Apidae","Tetragonisca angustula","Bees"
"355","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Hymenoptera","Apidae","Trigona fulviventris","Bees"
"356","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Hymenoptera","Apidae","Trigona pallens","Bees"
"357","Elaeis guineensis Jacq.","Arecaceae","Tropical Africa","Exotica","Coleoptera","Curculionidae","Elaeidobius kamerunicus","Other insects"
"358","Elaeis guineensis Jacq.","Arecaceae","Tropical Africa","Exotica","Coleoptera","Curculionidae","Elaeidobius subvittatus","Other insects"
"359","Elaeis guineensis Jacq.","Arecaceae","Tropical Africa","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"360","Elaeis guineensis Jacq.","Arecaceae","Tropical Africa","Exotica","Hymenoptera","Apidae","Partamona sp.","Bees"
"361","Elaeis guineensis Jacq.","Arecaceae","Tropical Africa","Exotica","Hymenoptera","Apidae","Trigona sp.","Bees"
"362","Vigna unguiculata (L.) Walp.","Fabaceae","Africa","Exotica","Hymenoptera","Apidae","Eulaema nigrita","Bees"
"363","Vigna unguiculata (L.) Walp.","Fabaceae","Africa","Exotica","Hymenoptera","Apidae","Xylocopa grisescens","Bees"
"364","Campomanesia pubescens (Mart. ex DC.) O.Berg","Myrtaceae","Brazil to Paraguay","Nativa","Hymenoptera","Apidae","Bombus morio","Bees"
"365","Sesamum indicum L.","Pedaliaceae","Assam, Bangladesh, India, West Himalaya","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"366","Sesamum indicum L.","Pedaliaceae","Assam, Bangladesh, India, West Himalaya","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"367","Helianthus annuus L.","Asteraceae ","Bangladesh, U.S.A., Mexico","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"368","Helianthus annuus L.","Asteraceae ","Bangladesh, U.S.A., Mexico","Exotica","Hymenoptera","Apidae","Nannotrigona testaceicornis","Bees"
"369","Helianthus annuus L.","Asteraceae ","Bangladesh, U.S.A., Mexico","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"370","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"371","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Bombus morio","Bees"
"372","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Centris tarsata","Bees"
"373","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Epicharis flava","Bees"
"374","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Euglossa spp.","Bees"
"375","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Eulaema nigrita","Bees"
"376","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Melipona quadrifasciata","Bees"
"377","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Melipona subnitida","Bees"
"378","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Partamona cupira","Bees"
"379","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Tetragonisca angustula","Bees"
"380","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Trigona fulviventris","Bees"
"381","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Trigona hyalinata","Bees"
"382","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Trigona spinipes","Bees"
"383","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"384","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Xylocopa grisescens","Bees"
"385","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Xylocopa muscaria","Bees"
"386","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Apidae","Xylocopa nigrocincta","Bees"
"387","Psidium guajava L.","Myrtaceae ","Tropical & Subtropical America","Nativa","Hymenoptera","Halictidae","Augochloropsis patens","Bees"
"388","Paullinia cupana Kunth","Sapindaceae","Brazil North, Colombia, Ecuador, Guyana, Peru, Venezuela","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"389","Paullinia cupana Kunth","Sapindaceae","Brazil North, Colombia, Ecuador, Guyana, Peru, Venezuela","Nativa","Hymenoptera","Apidae","Melipona seminigra","Bees"
"390","Paullinia cupana Kunth","Sapindaceae","Brazil North, Colombia, Ecuador, Guyana, Peru, Venezuela","Nativa","Hymenoptera","Apidae","Xylocopa muscaria","Bees"
"391","Campomanesia adamantium (Cambess.) O.Berg","Myrtaceae","Brazil to Paraguay","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"392","Campomanesia adamantium (Cambess.) O.Berg","Myrtaceae","Brazil to Paraguay","Nativa","Hymenoptera","Apidae","Exomalopsis sp.","Bees"
"393","Campomanesia adamantium (Cambess.) O.Berg","Myrtaceae","Brazil to Paraguay","Nativa","Hymenoptera","Apidae","Xylocopa sp.","Bees"
"394","Ziziphus joazeiro","Rhamanaceae","Argentina Northeast, Bolivia, Brazil Northeast, Honduras, Paraguay","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"395","Ziziphus joazeiro","Rhamanaceae","Argentina Northeast, Bolivia, Brazil Northeast, Honduras, Paraguay","Nativa","Hymenoptera","Vespidae","Brachygastra lecheguana","Other insects"
"396","Ziziphus joazeiro","Rhamanaceae","Argentina Northeast, Bolivia, Brazil Northeast, Honduras, Paraguay","Nativa","Hymenoptera","Vespidae","Polistes canadensis","Other insects"
"397","Ziziphus joazeiro","Rhamanaceae","Argentina Northeast, Bolivia, Brazil Northeast, Honduras, Paraguay","Nativa","Hymenoptera","Vespidae","Polybia ignobilis","Other insects"
"398","Ziziphus joazeiro","Rhamanaceae","Argentina Northeast, Bolivia, Brazil Northeast, Honduras, Paraguay","Nativa","Hymenoptera","Vespidae","Polybia ruficeps","Other insects"
"399","Ziziphus joazeiro","Rhamanaceae","Argentina Northeast, Bolivia, Brazil Northeast, Honduras, Paraguay","Nativa","Hymenoptera","Vespidae","Protonectarina sylveirae","Other insects"
"400","Solanum paniculatum Mart.","Solanaceae","Honduras, Brazil. Bolivia to Argentina ","Nativa","Hymenoptera","Apidae","Bombus atratus","Bees"
"401","Solanum paniculatum Mart.","Solanaceae","Honduras, Brazil. Bolivia to Argentina ","Nativa","Hymenoptera","Apidae","Bombus morio","Bees"
"402","Solanum paniculatum Mart.","Solanaceae","Honduras, Brazil. Bolivia to Argentina ","Nativa","Hymenoptera","Apidae","Centris spp.","Bees"
"403","Solanum paniculatum Mart.","Solanaceae","Honduras, Brazil. Bolivia to Argentina ","Nativa","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"404","Citrus sinensis (L.) Osbeck","Rutaceae","Himalaya to S. Central & S. Japan and Australia.","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"405","Citrus sinensis (L.) Osbeck","Rutaceae","Himalaya to S. Central & S. Japan and Australia.","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"406","Malus domestica (Suckow) Borkh","Rosaceae","Afghanistan to Central Asia and Xinjiang","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"407","Malus domestica (Suckow) Borkh","Rosaceae","Afghanistan to Central Asia and Xinjiang","Exotica","Hymenoptera","Apidae","Melipona quadrifasciata","Bees"
"408","Acrocomia aculeata (Jacq.) Lodd. ex R.Keith","Bromeliaceae","S. Mexico to Brazil, Caribbean","Nativa","Coleoptera","Curculionidae","Andranthobius sp.","Other insects"
"409","Acrocomia aculeata (Jacq.) Lodd. ex R.Keith","Bromeliaceae","S. Mexico to Brazil, Caribbean","Nativa","Coleoptera","Nitidulidae","Mystrops sp.","Other insects"
"410","Acrocomia aculeata (Jacq.) Lodd. ex R.Keith","Bromeliaceae","S. Mexico to Brazil, Caribbean","Nativa","Coleoptera","Scarabaeidae","Cyclocephala forsteri","Other insects"
"411","Ricinus communis L.","Euphorbiaceae","Tropical Africa","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"412","Manihot esculenta Crantz","Euphorbiaceae","W. South America to Brazil","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"413","Mangifera indica L.","Anacardiaceae","Assam to China","Exotica","Diptera","Muscidae","Musca domestica","Other insects"
"414","Mangifera indica L.","Anacardiaceae","Assam to China","Exotica","Diptera","Syrphidae","Ornidia obesa","Other insects"
"415","Mangifera indica L.","Anacardiaceae","Assam to China","Exotica","Diptera","Syrphidae","Palpada vinetorum","Other insects"
"416","Mangifera indica L.","Anacardiaceae","Assam to China","Exotica","Diptera","Tachinidae","Belvosia bicincta","Other insects"
"417","Mangifera indica L.","Anacardiaceae","Assam to China","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"418","Mangifera indica L.","Anacardiaceae","Assam to China","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"419","Mangifera indica L.","Anacardiaceae","Assam to China","Exotica","Hymenoptera","Vespidae","Brachygastra sp.","Other insects"
"420","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Hymenoptera","Apidae","Eulaema bombiformis","Bees"
"421","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Hymenoptera","Apidae","Eulaema cingulata","Bees"
"422","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Hymenoptera","Apidae","Eulaema flavescens","Bees"
"423","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Hymenoptera","Apidae","Eulaema nigrita","Bees"
"424","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Hymenoptera","Apidae","Exaerete smaragdina","Bees"
"425","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Hesperiidae","Bungalotis sp.","Other insects"
"426","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Hesperiidae","Dysocephaly nicephorces","Other insects"
"427","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Hesperiidae","Historis acrouta","Other insects"
"428","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Hesperiidae","Nascus phocus","Other insects"
"429","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Hesperiidae","Perichares philetes","Other insects"
"430","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Hesperiidae","Phocides pigmalion","Other insects"
"431","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Hesperiidae","Urbanus dorantes","Other insects"
"432","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Hesperiidae","Urbanus proteus","Other insects"
"433","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Hesperiidae","Urbanus teleus","Other insects"
"434","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Nymphalidae","Heliconius nanna","Other insects"
"435","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Nymphalidae","Heliconius phyllis","Other insects"
"436","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Saturniidae","Aellopos fadus","Other insects"
"437","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Agrius cingulata","Other insects"
"438","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Enyo ocypete","Other insects"
"439","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Erinnyis ello","Other insects"
"440","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Hyles euphorbiarum","Other insects"
"441","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Isognathus caricae","Other insects"
"442","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Isognathus menechus","Other insects"
"443","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Manduca diffissa","Other insects"
"444","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Manduca sexta","Other insects"
"445","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Neogene dynaeus","Other insects"
"446","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Pachylia ficus","Other insects"
"447","Hancornia speciosa Gomes","Apocynaceae ","Brazil to Peru and Paraguay","Nativa","Lepidoptera","Sphingidae","Pachylia syces","Other insects"
"448","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Andrenidae","Oxaea austera","Bees"
"449","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Andrenidae","Oxaea flavescens","Bees"
"450","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Acantophus excellens","Bees"
"451","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Bombus morio","Bees"
"452","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Bombus pauloensis","Bees"
"453","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Centris denudans","Bees"
"454","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Centris flavifrons","Bees"
"455","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Centris longimana","Bees"
"456","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Centris lutea","Bees"
"457","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Centris scopipes","Bees"
"458","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Centris sponsa","Bees"
"459","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Epicharis bicolor","Bees"
"460","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Epicharis flava","Bees"
"461","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Eufriesea surinamensis","Bees"
"462","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Eulaema nigrita","Bees"
"463","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Hopliphora velutina","Bees"
"464","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Xylocopa brasilianorum","Bees"
"465","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Xylocopa cearensis","Bees"
"466","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"467","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Xylocopa grisescens","Bees"
"468","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Xylocopa hirsutissima","Bees"
"469","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Xylocopa nigrocinta","Bees"
"470","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Xylocopa ordinaria","Bees"
"471","Passiflora edulis Sims","Passifloraceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Xylocopa suspecta","Bees"
"472","Citrullus lanatus (Thunb.) Matsum. & Nakai","Cucurbitaceae","Egypt, Ethiopia, Libya, Sudan","Exotica","Coleoptera","Chrysomelidae","Diabrotica sp.","Other insects"
"473","Citrullus lanatus (Thunb.) Matsum. & Nakai","Cucurbitaceae","Egypt, Ethiopia, Libya, Sudan","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"474","Citrullus lanatus (Thunb.) Matsum. & Nakai","Cucurbitaceae","Egypt, Ethiopia, Libya, Sudan","Exotica","Hymenoptera","Apidae","Melipona sp.","Bees"
"475","Citrullus lanatus (Thunb.) Matsum. & Nakai","Cucurbitaceae","Egypt, Ethiopia, Libya, Sudan","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"476","Cucumis melo L.","Cucurbitaceae","Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"477","Cucumis melo L.","Cucurbitaceae","Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.","Exotica","Hymenoptera","Apidae","Plebeia mosquito","Bees"
"478","Cucumis melo L.","Cucurbitaceae","Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.","Exotica","Hymenoptera","Apidae","Scaptotrigona sp.","Bees"
"479","Cucumis melo L.","Cucurbitaceae","Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.","Exotica","Hymenoptera","Apidae","Trigona pallens","Bees"
"480","Cucumis melo L.","Cucurbitaceae","Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.","Exotica","Hymenoptera","Apidae","Trigona recursa","Bees"
"481","Cucumis melo L.","Cucurbitaceae","Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"482","Cucumis melo L.","Cucurbitaceae","Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.","Exotica","Hymenoptera","Halictidae","Halictus sp.","Bees"
"483","Momordica charantia L.","Cucurbitaceae ","Tropical & Subtropical Old World to NE Queensland.","Exotica","Coleoptera","Chrysomelidae","Diabrotica speciosa","Other insects"
"484","Byrsonima crassifolia (L.) Kunth","Malpighiaceae","Mexico to Tropical America","Nativa","Hymenoptera","Apidae","Centris sp.","Bees"
"485","Byrsonima crassifolia (L.) Kunth","Malpighiaceae","Mexico to Tropical America","Nativa","Hymenoptera","Apidae","Melipona sp.","Bees"
"486","Euterpe edulis Mart.","Arecaceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"487","Euterpe edulis Mart.","Arecaceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Plebeia droryana","Bees"
"488","Euterpe edulis Mart.","Arecaceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Plabeia emerina","Bees"
"489","Euterpe edulis Mart.","Arecaceae","Brazil to Argentina","Nativa","Hymenoptera","Apidae","Plebeia remota","Bees"
"490","Cucumis sativus L.","Cucurbitaceae","Himalaya to China and N. Thailand","Exotica","Hymenoptera","Apidae","Nannotrigona testaceicornis","Bees"
"491","Cucumis sativus L.","Cucurbitaceae","Himalaya to China and N. Thailand","Exotica","Hymenoptera","Apidae","Scaptotrigona sp.","Bees"
"492","Caryocar brasiliense A.St.-Hil.","Caryocaceae","Brazil to Paraguay","Nativa","Chiroptera","Phyllostomidae","Anoura geoffroyii","Vertebrates"
"493","Caryocar brasiliense A.St.-Hil.","Caryocaceae","Brazil to Paraguay","Nativa","Chiroptera","Phyllostomidae","Carollia perspicillata","Vertebrates"
"494","Caryocar brasiliense A.St.-Hil.","Caryocaceae","Brazil to Paraguay","Nativa","Chiroptera","Phyllostomidae","Glossophaga soricina","Vertebrates"
"495","Caryocar brasiliense A.St.-Hil.","Caryocaceae","Brazil to Paraguay","Nativa","Chiroptera","Phyllostomidae","Phyllostomus discolor","Vertebrates"
"496","Caryocar brasiliense A.St.-Hil.","Caryocaceae","Brazil to Paraguay","Nativa","Chiroptera","Phyllostomidae","Platyrrhinus lineatus","Vertebrates"
"497","Caryocar brasiliense A.St.-Hil.","Caryocaceae","Brazil to Paraguay","Nativa","Lepidoptera","Sphingidae","Erinnyis ello","Other insects"
"498","Caryocar brasiliense A.St.-Hil.","Caryocaceae","Brazil to Paraguay","Nativa","Lepidoptera","Sphingidae","Pseudosphinx tetrio","Other insects"
"499","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Coleoptera","Melyridae","Astylus quadrilineatus","Other insects"
"500","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Diptera","Syrphidae","Toxomerus sp.","Other insects"
"501","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"502","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Hymenoptera","Apidae","Bombus pauloensis","Bees"
"503","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Hymenoptera","Apidae","Plebeia sp.","Bees"
"504","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"505","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Hymenoptera","Apidae","Xylocopa augusti","Bees"
"506","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Hymenoptera","Halictidae","Dalictus sp.","Bees"
"507","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Hymenoptera","Vespidae","Polybia sp.","Other insects"
"508","Pyrus pyrifolia (Burm.f.) Nakai","Rosaceae","S. China to Indo-China","Exotica","Lepidoptera","Nymphalidae","Vanessa braziliensis","Other insects"
"509","Eugenia spp.","Myrtaceae","Bolivia to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"510","Eugenia spp.","Myrtaceae","Bolivia to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Melipona sp.","Bees"
"511","Prunus persica (L.) Batsch","Rosaceae","Central China.","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"512","Prunus persica (L.) Batsch","Rosaceae","Central China.","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"513","Prunus persica (L.) Batsch","Rosaceae","Central China.","Exotica","Hymenoptera","Apidae","Xylocopa sp.","Bees"
"514","Capsicum frutescens L.","Solanaceae","Bolivia to Brazil","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"515","Capsicum frutescens L.","Solanaceae","Bolivia to Brazil","Nativa","Hymenoptera","Apidae","Melipona sp.","Bees"
"516","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Diptera","Syrphidae","Toxomerus sp.","Other insects"
"517","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"518","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Exomalopsis analis","Bees"
"519","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Exomalopsis auropilosa","Bees"
"520","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Exomalopsis fulvofasciata","Bees"
"521","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Frieseomelitta varia","Bees"
"522","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Melipona fasciculata","Bees"
"523","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Melipona quadrifasciata","Bees"
"524","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Melipona scutellaris","Bees"
"525","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Melipona subnitida","Bees"
"526","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Tetragonisca angustula","Bees"
"527","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"528","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Colletidae","Hylaeus tricolor","Bees"
"529","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Halictidae","Augochlora morrae","Bees"
"530","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Halictidae","Augochlora thalia","Bees"
"531","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Halictidae","Augochlorella acarinata","Bees"
"532","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Halictidae","Augochloropsis aurifluens","Bees"
"533","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Halictidae","Augochloropsis cleopatra","Bees"
