"","Latin.name","Family","Origem..Fonte..Flora.do.Brasil.2020.","Brasil","order","family","pollinator.spp","group"
"159","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Centris lutea","Bees"
"160","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Centris scopipes","Bees"
"161","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Centris similis","Bees"
"162","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Centris tarsata","Bees"
"163","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Centris sponsa","Bees"
"164","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Epicharis affinis","Bees"
"165","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Epicharis bicolor","Bees"
"166","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Epicharis fasciata","Bees"
"167","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Epicharis flava","Bees"
"168","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Euglossa sp.","Bees"
"169","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Eulaema cingulata","Bees"
"170","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Eulaema nigrita","Bees"
"171","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"172","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Xylocopa ordinaria","Bees"
"173","Passiflora alata","Passifloraceae","Ecuador to Brazil and NE. Argentina","Nativa","Hymenoptera","Apidae","Xylocopa suspecta","Bees"
"174","Rubus spp.","Rosaceae","Cosmopolita","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"175","Passiflora coccinea Aubl.","Passifloraceae","S. Tropical America","Nativa","Apodiformes","Trochilidae","Amazilia sp.","Vertebrates"
"176","Passiflora coccinea Aubl.","Passifloraceae","S. Tropical America","Nativa","Apodiformes","Trochilidae","Phaetornis superciliosus","Vertebrates"
"177","Passiflora nitida Kunth","Passifloraceae","Costa Rica to S. Tropical America","Nativa","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"178","Passiflora nitida Kunth","Passifloraceae","Costa Rica to S. Tropical America","Nativa","Hymenoptera","Apidae","Xylocopa grisescens","Bees"
"179","Psidium firmum O.Berg","Myrtaceae","Brazil Northeast, Brazil Southeast, Brazil West-Central","Nativa","Hymenoptera","Apidae","Bombus sp.","Bees"
"180","Annona crassiflora Mart.","Annonaceae","Brazil, Paraguay","Nativa","Coleoptera","Scarabaeidae","Cyclocephala atricapilla","Other insects"
"181","Annona crassiflora Mart.","Annonaceae","Brazil, Paraguay","Nativa","Coleoptera","Melolonthidae","Arriguttia brevissima","Other insects"
"182","Annona crassiflora Mart.","Annonaceae","Brazil, Paraguay","Nativa","Coleoptera","Scarabaeidae","Cyclocephala atricapilla","Other insects"
"183","Annona crassiflora Mart.","Annonaceae","Brazil, Paraguay","Nativa","Coleoptera","Scarabaeidae","Cyclocephala octopunctata","Other insects"
"184","Annona crassiflora Mart.","Annonaceae","Brazil, Paraguay","Nativa","Coleoptera","Scarabaeidae","Cyclocephala ohausiana","Other insects"
"185","Annona crassiflora Mart.","Annonaceae","Brazil, Paraguay","Nativa","Coleoptera","Scarabaeidae","Cyclocephala quatuordecumpunctata","Other insects"
"186","Annona coriacea Mart.","Annonaceae","Bolivia, Brazil, Paraguay","Nativa","Coleoptera","Scarabaeidae","Cyclocephala undata","Other insects"
"187","Vaccinium corymbosum L.","Ericaceae","U.S.A.","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"188","Vaccinium corymbosum L.","Ericaceae","U.S.A.","Exotica","Hymenoptera","Apidae","Bombus atratus","Bees"
"189","Vaccinium corymbosum L.","Ericaceae","U.S.A.","Exotica","Hymenoptera","Apidae","Bombus morio","Bees"
"190","Vaccinium corymbosum L.","Ericaceae","U.S.A.","Exotica","Hymenoptera","Apidae","Xylocopa hirsutissima","Bees"
"191","Vaccinium corymbosum L.","Ericaceae","U.S.A.","Exotica","Hymenoptera","Apidae","Xylocopa subcyanea","Bees"
"192","Fragaria x ananassa","Rosaceae","artificial hybrid","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"193","Fragaria x ananassa","Rosaceae","artificial hybrid","Exotica","Hymenoptera","Apidae","Nannotrigona testaceicornis","Bees"
"194","Fragaria x ananassa","Rosaceae","artificial hybrid","Exotica","Hymenoptera","Apidae","Plebeia nigriceps","Bees"
"195","Fragaria x ananassa","Rosaceae","artificial hybrid","Exotica","Hymenoptera","Apidae","Scaptotrigona  sp.","Bees"
"196","Fragaria x ananassa","Rosaceae","artificial hybrid","Exotica","Hymenoptera","Apidae","Tetragonisca angustula","Bees"
"197","Fragaria x ananassa","Rosaceae","artificial hybrid","Exotica","Hymenoptera","Apidae","Trigona sp.","Bees"
"198","Adesmia exilis Clos","Fabaceae","Argentina Northwest, Chile Central","Exotica","Hymenoptera","Megachilidae","Megachile sp.","Bees"
"199","Byrsonima coccolobifolia Kunth","Malpighiaceae","Cuba, Tropical America","Nativa","Hymenoptera","Apidae","Centris aenea","Bees"
"200","Byrsonima coccolobifolia Kunth","Malpighiaceae","Cuba, Tropical America","Nativa","Hymenoptera","Apidae","Epicharis cockerelli","Bees"
"201","Byrsonima coccolobifolia Kunth","Malpighiaceae","Cuba, Tropical America","Nativa","Hymenoptera","Apidae","Paratetrapedia flavolineata","Bees"
"202","Byrsonima coccolobifolia Kunth","Malpighiaceae","Cuba, Tropical America","Nativa","Hymenoptera","Apidae","Tetragonisca angustula","Bees"
"203","Byrsonima coccolobifolia Kunth","Malpighiaceae","Cuba, Tropical America","Nativa","Hymenoptera","Apidae","Paratrigona lineata","Bees"
"204","Byrsonima coccolobifolia Kunth","Malpighiaceae","Cuba, Tropical America","Nativa","Hymenoptera","Halictidae","Augochloropsis callichroa","Bees"
"205","Byrsonima gardneriana A.Juss.","Malpighiaceae","Brazil","Nativa","Hymenoptera","Apidae","Centris sp.","Bees"
"206","Byrsonima gardneriana A.Juss.","Malpighiaceae","Brazil","Nativa","Hymenoptera","Apidae","Trigona sp.","Bees"
"207","Mouriri guianensis Triana","Melastomataceae","Tropical America","Nativa","Hymenoptera","Apidae","Melipona subnitida","Bees"
"208","Mouriri guianensis Triana","Melastomataceae","Tropical America","Nativa","Hymenoptera","Apidae","Trigona sp.","Bees"
"209","Mouriri guianensis Triana","Melastomataceae","Tropical America","Nativa","Hymenoptera","Apidae","Xylocopa cearensis","Bees"
"210","Mouriri guianensis Triana","Melastomataceae","Tropical America","Nativa","Hymenoptera","Apidae","Xylocopa grisescens","Bees"
"211","Mouriri guianensis Triana","Melastomataceae","Tropical America","Nativa","Hymenoptera","Halictidae","Megalopta amoena","Bees"
"212","Blepharocalyx salicifolius (Kunth) O.Berg","Myrtaceae","Brazil to N. Argentina","Nativa","Hymenoptera","Apidae","Bombus atratus","Bees"
"213","Blepharocalyx salicifolius (Kunth) O.Berg","Myrtaceae","Brazil to N. Argentina","Nativa","Hymenoptera","Apidae","Centris violaceae","Bees"
"214","Blepharocalyx salicifolius (Kunth) O.Berg","Myrtaceae","Brazil to N. Argentina","Nativa","Hymenoptera","Apidae","Melipona quinquefascia","Bees"
"215","Blepharocalyx salicifolius (Kunth) O.Berg","Myrtaceae","Brazil to N. Argentina","Nativa","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"216","Blepharocalyx salicifolius (Kunth) O.Berg","Myrtaceae","Brazil to N. Argentina","Nativa","Hymenoptera","Halictidae","Ceratalictus theius","Bees"
"217","Attalea phalerata Mart. ex Spreng.","Arecaceae","Colombia to Bolivia and Brazil","Nativa","Coleoptera","Curculionidae","Celetes sp.","Other insects"
"218","Attalea phalerata Mart. ex Spreng.","Arecaceae","Colombia to Bolivia and Brazil","Nativa","Coleoptera","Curculionidae","Madrarini sp.","Other insects"
"219","Attalea phalerata Mart. ex Spreng.","Arecaceae","Colombia to Bolivia and Brazil","Nativa","Coleoptera","Nitidulidae","Colopterus sp.","Other insects"
"220","Attalea phalerata Mart. ex Spreng.","Arecaceae","Colombia to Bolivia and Brazil","Nativa","Coleoptera","Nitidulidae","Mystrops sp.","Other insects"
"221","Bactris glaucescens  Drude","Arecaceae","Brazil to  Paraguay","Nativa","Coleoptera","Curculionidae","Derelomus sp.","Other insects"
"222","Bactris glaucescens  Drude","Arecaceae","Brazil to  Paraguay","Nativa","Coleoptera","Curculionidae","Paratenetus sp.","Other insects"
"223","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"224","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Xylocopa suspecta","Bees"
"225","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Halictidae","Augochloropsis cupreola","Bees"
"226","Dipteryx alata Vogel","Fabaceae","Bolivia, Brazil, Paraguay","Nativa","Hymenoptera","Halictidae","Pseudaugochlora graminea","Bees"
"227","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Apidae","Frieseomelitta varia","Bees"
"228","Xylopia brasiliensis Spreng.","Annonaceae","Brazil to Argentina","Nativa","Coleoptera","Anthicidae","Acanthinus sp.","Other insects"
"229","Xylopia brasiliensis Spreng.","Annonaceae","Brazil to Argentina","Nativa","Coleoptera","Chrysomelidae","Brachypnoea nana","Other insects"
"230","Xylopia brasiliensis Spreng.","Annonaceae","Brazil to Argentina","Nativa","Coleoptera","Chrysomelidae","Brachypnoea venustula","Other insects"
"231","Caryocar villosum (Aubl.) Pers.","Caryocaceae","South America to N. Bolivia.","Nativa","Chiroptera","Phyllostomidae","Phyllostomus discolor","Vertebrates"
"232","Caryocar villosum (Aubl.) Pers.","Caryocaceae","South America to N. Bolivia.","Nativa","Lepidoptera","Sphingidae","Pachylia ficus","Other insects"
"233","Abelmoschus esculentu (L.) Moench","Malvaceae","Bangladesh, India, Myanmar","Exotica","Coleoptera","Chrysomelidae","Diabrotica speciosa","Other insects"
"234","Abelmoschus esculentu (L.) Moench","Malvaceae","Bangladesh, India, Myanmar","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"235","Punica granatum L.","Lythraceae","Turkey to W. & N. Pakistan","Exotica","Hymenoptera","Apidae","Trigona sp.","Bees"
"236","Glycine wightii","Fabaceae","Medit. to Central Asia and NW. India, Ethiopia.","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"237","Astrocaryum vulgare Mart.","Arecaceae","N. South America to Central Brazil","Nativa","Coleoptera","Curculionidae","Terires minusculus","Other insects"
"238","Astrocaryum vulgare Mart.","Arecaceae","N. South America to Central Brazil","Nativa","Coleoptera","Nitidulidae","Mystrops sp.","Other insects"
"239","Vanilla bahiana Hoehne; Vanilla chamissonis Klotzsch","Orchidaceae","Bolivia, Brazil, French Guiana","Nativa","Hymenoptera","Apidae","Eulaema sp.","Bees"
"240","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Apidae","Eulaema sp.","Bees"
"241","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Andrenidae","Oxaea flavescens","Bees"
"242","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Apidae","Bombus atratus","Bees"
"243","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Apidae","Bombus morio","Bees"
"244","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Apidae","Centris sp.","Bees"
"245","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Apidae","Epicharis sp.","Bees"
"246","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Apidae","Exomalopsis sp.","Bees"
"247","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Apidae","Melipona fasciculata","Bees"
"248","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Apidae","Thygater sp.","Bees"
"249","Solanum tuberosum L.","Solanaceae","East S. America","Exotica","Hymenoptera","Apidae","Xylocopa sp.","Bees"
"250","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Hymenoptera","Halictidae","Pseudaugochlora graminea","Bees"
"251","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Coleoptera","Curculionidae","Andranthobius sp.","Other insects"
"252","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Coleoptera","Curculionidae","Celetes sp.","Other insects"
"253","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Coleoptera","Curculionidae","Grasidius sp.","Other insects"
"254","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Coleoptera","Curculionidae","Homalinotus hystrix","Other insects"
"255","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Coleoptera","Curculionidae","Parisoschoenus sp.","Other insects"
"256","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Coleoptera","Curculionidae","Phytotribus sp.","Other insects"
"257","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Coleoptera","Curculionidae","Rhina barbirostris","Other insects"
"258","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Coleoptera","Curculionidae","Terires sp.","Other insects"
"259","Mauritia flexuosa L.f.","Arecaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Coleoptera","Curculionidae","Theantis rhomboidea","Other insects"
"260","Coffea arabica L.","Rubiaceae","Ethiopia, Kenya, Sudan","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"261","Coffea arabica L.","Rubiaceae","Ethiopia, Kenya, Sudan","Exotica","Hymenoptera","Apidae","Melipona quadrifasciata","Bees"
"262","Coffea arabica L.","Rubiaceae","Ethiopia, Kenya, Sudan","Exotica","Hymenoptera","Apidae","Tetragonisca angustula","Bees"
"263","Coffea arabica L.","Rubiaceae","Ethiopia, Kenya, Sudan","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"264","Coffea arabica L.","Rubiaceae","Ethiopia, Kenya, Sudan","Exotica","Hymenoptera","Apidae","Xylocopa sp.","Bees"
"265","Eugenia dysenterica DC.","Myrtaceae","Bolivia, Brazil North, Brazil Northeast, Brazil Southeast, Brazil West-Central","Nativa","Hymenoptera","Apidae","Bombus sp.","Bees"
"266","Eugenia dysenterica DC.","Myrtaceae","Bolivia, Brazil North, Brazil Northeast, Brazil Southeast, Brazil West-Central","Nativa","Hymenoptera","Apidae","Ceratina sp.","Bees"
"267","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"268","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Centris sp.","Bees"
"269","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Exomalopsis analis","Bees"
"270","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Exomalopsis auropilosa","Bees"
"271","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Eulaema nigrita","Bees"
"272","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Frieseomelitta deoderleini","Bees"
"273","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Melipona scutellaris","Bees"
"274","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Plebeia flavocinta","Bees"
"275","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Scaptotrigona aff. Tubiba","Bees"
"276","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Trigona fuscipennis","Bees"
"277","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Trigona spinipes","Bees"
"278","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Xylocopa grisescens","Bees"
"279","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Apidae","Xylocopa cearensis","Bees"
"280","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Colletidae","Hylaeus sp.","Bees"
"281","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Colletidae","Ptiloglossa goffergei","Bees"
"282","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Halictidae","Augochlora sp.","Bees"
"283","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Halictidae","Augochloropsis sp.","Bees"
"284","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Halictidae","Dialictus opacus","Bees"
"285","Spondias mombin L.","Anacardiaceae","Mexico to Tropical America.","Nativa","Hymenoptera","Halictidae","Megalopta amoena","Bees"
"286","Anacardium occidentale L.","Anacardiaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"287","Anacardium occidentale L.","Anacardiaceae","Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Trinidad-Tobago, Venezuela","Nativa","Hymenoptera","Apidae","Centris tarsata","Bees"
"288","Campomanesia phaea (O.Berg) Landrum","Myrtaceae","Brazil ","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"289","Campomanesia phaea (O.Berg) Landrum","Myrtaceae","Brazil ","Nativa","Hymenoptera","Colletidae","Ptiloglossa latecalcarata","Bees"
"290","Campomanesia phaea (O.Berg) Landrum","Myrtaceae","Brazil ","Nativa","Hymenoptera","Halictidae","Megalopta sodalis","Bees"
"291","Campomanesia phaea (O.Berg) Landrum","Myrtaceae","Brazil ","Nativa","Hymenoptera","Halictidae","Megommation insigne","Bees"
"292","Brassica napus L.","Brassicaceae","France","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"293","Brassica napus L.","Brassicaceae","France","Nativa","Hymenoptera","Apidae","Plebeia emerina","Bees"
"294","Brassica napus L.","Brassicaceae","France","Nativa","Hymenoptera","Apidae","Tetragonisca fiebrigi","Bees"
"295","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"296","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Bombus brevivillus","Bees"
"297","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Bombus transversalis","Bees"
"298","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Centris americana","Bees"
"299","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Centris carrikeri","Bees"
"300","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Centris denudans","Bees"
"301","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Centris dimidiata","Bees"
"302","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Centris ferruginea","Bees"
"303","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Centris flavifrons","Bees"
"304","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Cantris flavilabris","Bees"
"305","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Centris similis","Bees"
"306","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Epicharis affinis","Bees"
"307","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Epicharis conica","Bees"
"308","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Epicharis flava","Bees"
"309","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Epicharis rustica","Bees"
"310","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Epicharis umbraculata","Bees"
"311","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Ephicaris donata","Bees"
"312","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Eufriesea flaviventris","Bees"
"313","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Eufriesea purpurata","Bees"
"314","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Euglossa intersecta","Bees"
"315","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Eulaema bombiformis","Bees"
"316","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Eulaema cingulata","Bees"
"317","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Eulaema meriana","Bees"
"318","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Eulaema mocsaryi","Bees"
"319","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Eulaema nigrita","Bees"
"320","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Exomalopsis analis","Bees"
"321","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Xylocopa aurulenta","Bees"
"322","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"323","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Apidae","Xylocopa muscaria","Bees"
"324","Bertholletia excelsa Bonpl.","Lecythidaceae","S. Tropical America.","Nativa","Hymenoptera","Megachilidae","Megachile sp.","Bees"
"325","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Andrenidae","Antheronides sp.","Bees"
"326","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Andrenidae","Acamptopoeum sp.","Bees"
"327","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"328","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Apidae","Bombus atratus","Bees"
"329","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Apidae","Bombus bellicosus","Bees"
"330","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Apidae","Mourella caerulea","Bees"
"331","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Apidae","Xylocopa augusti","Bees"
"332","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"333","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Halictidae","Augochlora semiramis","Bees"
"334","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Halictidae","Augochlorella iopoecila","Bees"
"335","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Halictidae","Augochloropsis cleopatra","Bees"
"336","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Halictidae","Dialictus sp.","Bees"
"337","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Halictidae","Paroxystoglossa sp.","Bees"
"338","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Halictidae","Pseudagapostemon sp.","Bees"
"339","Allium cepa L.","Amaryllidaceae","Central Asia","Exotica","Hymenoptera","Halictidae","Thectochlora alaris","Bees"
"340","Copaifera langsdorffii Desf.","Fabaceae","Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"341","Copaifera langsdorffii Desf.","Fabaceae","Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay","Nativa","Hymenoptera","Apidae","Exomalopsis sp.","Bees"
"342","Copaifera langsdorffii Desf.","Fabaceae","Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay","Nativa","Hymenoptera","Apidae","Scaptotrigona depilis","Bees"
"343","Copaifera langsdorffii Desf.","Fabaceae","Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay","Nativa","Hymenoptera","Apidae","Trigona spinipes","Bees"
"344","Copaifera langsdorffii Desf.","Fabaceae","Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay","Nativa","Hymenoptera","Halictidae","Augochlorella sp.","Bees"
"345","Copaifera langsdorffii Desf.","Fabaceae","Argentina Northeast, Bolivia, Brazil, Guyana, Paraguay","Nativa","Hymenoptera","Halictidae","Temnosoma sp.","Bees"
"346","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Coleoptera","Chrysomelidae","Antityphona sp.","Other insects"
"347","Theobroma grandiflorum (Willd. ex Spreng.) K.Schum.","Malvaceae","Bolivia, Brazil North, Guyana, Honduras, Venezuela","Nativa","Coleoptera","Curculionidae","Baris sp.","Other insects"
